PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA
13982,"\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VM-A"
13987,"\P 13h-14h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VS-A"
13988,"\P 17h30-18h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VU-A"
13989,"\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VV-A"
13990,"\P 17h-18h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VW-A"
13991,"\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VX-A"
13992,"\P 06h-07h 1 AVRIL AU 1 DEC.","SD-AB-A"
13993,"\P 07h30-08h30 1 AVRILS AU 1 DEC.","SD-AC-A"
13994,"\P 07h-08h 1 AVRIL AU 1 DEC.","SD-AD-A"
14000,"\P 07h30-08h30 LUN. MER. VEN. 1 AVRIL AU 1 DEC.","ST-AE-A"
14007,"\P 09h30-10h30 LUN. MER. JEU. 1 AVRIL AU 1 DEC.","ST-AL-A"
14024,"\P 08h-09h JEU. 1 AVRIL AU 1 DEC.","SU-JA-A"
14025,"\P 08h30-09h30 JEU. 1 AVRIL AU 1 DEC.","SU-JB-A"
14026,"\P 09h-10h JEU. 1 AVRIL AU 1 DEC.","SU-JC-A"
14027,"\P 09h30-10h30 JEU. 1 AVRIL AU 1 DEC.","SU-JD-A"
14029,"STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC)","SD-AI-A"
14030,"STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC)","SD-AJ-A"
14031,"\P AVRIL 01 A DEC. 01","SD-OE-A"
14032,"\P 10h-11h JEU. 1 AVRIL AU 1 DEC.","SU-JE-A"
14033,"\P 10h30-11h30 JEU. 1 AVRIL AU 1 DEC.","SU-JF-A"
14034,"\P 11h-12h JEU. 1 AVRIL AU 1 DEC.","SU-JG-A"
14036,"\P 12h-13h JEU. 1 AVRIL AU 1 DEC.","SU-JJ-A"
14037,"\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.","SU-JK-A"
14038,"\P 13h-14h JEU. 1 AVRIL AU 1 DEC.","SU-JL-A"
14039,"\P 13h30-14h30 JEU. 1 AVRIL AU 1 DEC.","SU-JM-A"
14040,"\P 14h-15h JEU. 1 AVRIL AU 1 DEC.","SU-JN-A"
14041,"\P 14h30-15h30 JEU. 1 AVRIL AU 1 DEC.","SU-JO-A"
14044,"\P 16h-17h JEU. 1 AVRIL AU 1 DEC.","SU-JR-A"
14045,"\P 07h-08h JEU. 1 AVRIL AU 1 DEC.","SU-JS-A"
14046,"\P 07h30-08h30 JEU. 1 AVRIL AU 1 DEC.","SU-JT-A"
14047,"\P 09h-17h LUNDI 1 AVRIL AU 1 DEC.","SU-JX-A"
14048,"\P 09h-17h MERCREDI 1 AVRIL AU 1 DEC.","SU-JY-A"
14049,"\P 08h-09h LUN. 1 AVRIL AU 1 DEC.","SU-LA-A"
14050,"\P 08h30-09h30 LUN. 1 AVRIL AU 1 DEC.","SU-LB-A"
14051,"\P 09h-10h LUN. 1 AVRIL AU 1 DEC.","SU-LC-A"
14052,"\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.","SU-LD-A"
14053,"\P 10h-11h LUN. 1 AVRIL AU 1 DEC.","SU-LE-A"
14054,"\P 10h30-11h30 LUN. 1 AVRIL AU 1 DEC.","SU-LF-A"
14057,"\P 12h-13h LUN. 1 AVRIL AU 1 DEC.","SU-LJ-A"
14058,"\P 12h30-13h30 LUN. 1 AVRIL AU 1 DEC.","SU-LK-A"
14059,"\P 13h-14h LUN. 1 AVRIL AU 1 DEC.","SU-LL-A"
14060,"\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.","SU-LM-A"
14061,"\P 14h-15h LUN. 1 AVRIL AU 1 DEC.","SU-LN-A"
14062,"\P 14h30-15h30 LUN. 1 AVRIL AU 1 DEC.","SU-LO-A"
14066,"\P 07h-08h LUN. 1 AVRIL AU 1 DEC.","SU-LS-A"
14067,"\P 07h30-08h30 LUN. 1 AVRIL AU 1 DEC.","SU-LT-A"
14068,"\P 09h-10h DIM. 1 AVRIL AU 1 DEC.","SU-LU-A"
14069,"\P 08h-09h MAR. 1 AVRIL AU 1 DEC.","SU-MA-A"
14070,"\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.","SU-MB-A"
14071,"\P 09h-10h MAR. 1 AVRIL AU 1 DEC.","SU-MC-A"
14072,"\P 10h-11h MAR. 1 AVRIL AU 1 DEC.","SU-ME-A"
14073,"\P 10h30-11h30 MAR. 1 AVRIL AU 1 DEC.","SU-MF-A"
14075,"\P 11h30-12h30 MAR. 1 AVRIL AU 1 DEC.","SU-MH-A"
14076,"\P 12h-13h MAR. 1 AVRIL AU 1 DEC.","SU-MJ-A"
14077,"\P 12h30-13h30 MAR. 1 AVRIL AU 1 DEC.","SU-MK-A"
14078,"\P 13h-14h MAR. 1 AVRIL AU 1 DEC.","SU-ML-A"
14079,"\P 13h30-14h30 MAR. 1 AVRIL AU 1 DEC.","SU-MM-A"
14080,"\P 14h-15h MAR. 1 AVRIL AU 1 DEC.","SU-MN-A"
14081,"\P 14h30-15h30 MAR. 1 AVRIL AU 1 DEC.","SU-MO-A"
14085,"\P 07h-08h MAR. 1 AVRIL AU 1 DEC.","SU-MS-A"
14086,"\P 07h30-08h30 MAR. 1 AVRIL AU 1 DEC.","SU-MT-A"
14087,"\P 08h-09h MER. 1 AVRIL AU 1 DEC.","SU-NA-A"
14088,"\P 8h-15h30 LUN A VEN","SV-JY"
14089,"\P LIVRAISON SEULEMENT 7h-15h LUN A VEN","SL-JW"
14090,"P 60 min 7h-18h LUN A VEN","PV-OT"
14091,"RUE NOTRE-DAME EST VIA DEMI-TOUR","GA-I-*"
14092,"RUE NOTRE-DAME EST - OUEST","GL-W"
14093,"\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.","SU-NB-A"
14094,"\P 09h-10h MER. 1 AVRIL AU 1 DEC.","SU-NC-A"
14095,"\P 09h30-10h30 MER. 1 AVRIL AU 1 DEC","SU-ND-A"
14096,"\P 10h-11h MER. 1 AVRIL AU 1 DEC.","SU-NE-A"
14097,"\P 10h30-11h30 MER. 1 AVRIL AU 1 DEC.","SU-NF-A"
14098,"\P 11h-12h MER. 1 AVRIL AU 1 DEC.","SU-NG-A"
14099,"\P 11h30-12h30 MER. 1 AVRIL AU 1 DEC.","SU-NH-A"
14100,"\P 12h-13h MER. 1 AVRIL AU 1 DEC.","SU-NJ-A"
14101,"\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.","SU-NK-A"
14102,"\P 13h-14h MER. 1 AVRIL AU 1 DEC.","SU-NL-A"
14103,"\P 13h30-14h30 MER. 1 AVRIL AU 1 DEC.","SU-NM-A"
14104,"\P 14h-15h MER. 1 AVRIL AU 1 DEC.","SU-NN-A"
14105,"\P 14h30-15h30 MER. 1 AVRIL AU 1 DEC.","SU-NO-A"
14107,"\P 15h30-16h30 MER. 1 AVRIL AU 1 DEC.","SU-NQ-A"
14108,"\P 16h-17h MER. 1 AVRIL AU 1 DEC.","SU-NR-A"
14109,"\P 07h-08h MER. 1 AVRIL AU 1 DEC.","SU-NS-A"
14110,"\P 07h30-08h30 MER. 1 AVRIL AU 1 DEC.","SU-NT-A"
14112,"\P 19h-20h LUN. 1 AVRIL AU 1 DEC.","SU-SA-A"
14113,"\P 19h-20h MAR. 1 AVRIL AU 1 DEC.","SU-SB-A"
14115,"\P 19h-20h JEU. 1 AVRIL AU 1 DEC.","SU-SD-A"
14117,"\P 19h30-20h30 LUN. 1 AVRIL AU 1 DEC.","SU-SF-A"
14118,"\P 19h30-20h30 MAR.1 AVRIL AU 1 DEC.","SU-SG-A"
14119,"\P 19h30-20h30 MER. 1AVRIL AU 1 DEC.","SU-SH-A"
14120,"\P 19h30-20h30 JEU. 1 AVRIL AU 1 DEC.","SU-SI-A"
14122,"\P 20h-21h LUN. 1 AVRIL AU 1 DEC.","SU-SK-A"
14123,"\P 20h-21h MAR. 1 AVRIL AU 1 DEC.","SU-SL-A"
14124,"\P 20h-21h MER. 1 AVRIL AU 1 DEC.","SU-SM-A"
14127,"\P 20h30 A 21h30 JEUDI 1ER AVRIL AU 1ER DEC.","SU-SP-A"
14128,"\P 20h30 A 21h30 MARDI 1ER AVRIL AU 1ER DEC.","SU-SQ-A"
14129,"\P 21h-22h JEUDI 1ER AVRIL AU 1ER DEC.","SU-SR-A"
14130,"\P 18h-19h LUNDI 1ER AVRIL AU 1ER DEC.","SU-SS-A"
14131,"\P 18h-19h MARDI 1ER AVRIL AU 1ER DEC.","SU-ST-A"
14132,"\P 21h-22h MARDI 1ER AVRIL AU 1ER DEC.","SU-SU-A"
14133,"\P 21h30-22h30 JEUDI  1 AVRIL AU 1 DEC.","SU-SV-A"
14134,"\P 21h30-22h30 MARDI  1 AVRIL AU 1 DEC.","SU-SW-A"
14135,"\P 17h-18h JEUDI  1 AVRIL AU 1 DEC.","SU-SX-A"
14136,"\P 18h30-19h30 JEUDI  1 AVRIL AU 1 DEC.","SU-SY-A"
14137,"\P 19h-24h JEUDI  1 AVRIL AU 1 DEC.","SU-SZ-A"
14138,"\P 17h-18h LUNDI  1 AVRIL AU 1 DEC.","SU-UB-A"
14139,"\P 18h30-19h30 LUNDI  1 AVRIL AU 1 DEC.","SU-UC-A"
14144,"\P 21h-22h MERCREDI  1 AVRIL AU 1 DEC.","SU-UI-A"
14145,"\P 13h-16h LUNDI  1 AVRIL AU 1 DEC.","SU-UJ-A"
14146,"\P 13h-16h JEUDI  1 AVRIL AU 1 DEC.","SU-UK-A"
14147,"\P 09h-12h JEUDI  1 AVRIL AU 1 DEC.","SU-UL-A"
14148,"\P 09h-12h LUNDI  1 AVRIL AU 1 DEC.","SU-UM-A"
14149,"\P 09h-12h MARDI  1 AVRIL AU 1 DEC.","SU-UN-A"
14150,"\P 09h-12h VENDREDI  1 AVRIL AU 1 DEC.","SU-UO-A"
14152,"\P 17h-18h MARDI 1ER AVRIL AU 1ER DECEMBRE","SU-UQ-A"
14153,"\P 18h30-19h30 MAR. 1 AVRIL AU 1 DEC.","SU-UR-A"
14155,"\P 22H30-23H30 JEUDI 1 AVRIL AU 1 DEC","SU-UT-A"
14156,"/P 19h-24h MARDI 1 AVRIL au 1 DEC.","SU-UU-A"
14157,"\P 08h-09h VEN. 1 AVRIL AU 1 DEC.","SU-VA-A"
14158,"\P 08h30-09h30 VEN. 1 AVRIL AU 1 DEC.","SU-VB-A"
14159,"\P 09h-10h VEN. 1 AVRIL AU 1 DEC.","SU-VC-A"
14160,"\P 09h30-10h30 VEN. 1 AVRIL AU 1 DEC.","SU-VD-A"
14161,"\P 10h-11h VEN. 1 AVRIL AU 1 DEC.","SU-VE-A"
14162,"\P 10h30-11h30 VEN. 1 AVRIL AU 1 DEC.","SU-VF-A"
14165,"\P 12h-13h VEN. 1 AVRIL AU 1 DEC.","SU-VJ-A"
14166,"\P 12h30-13h30 VEN. 1 AVRIL AU 1 DEC.","SU-VK-A"
14167,"\P 13h-14h VEN. 1 AVRIL AU 1 DEC.","SU-VL-A"
14168,"\P 13h30-14h30 VEN. 1 AVRIL AU 1 DEC.","SU-VM-A"
14169,"\P 14h-15h VEN. 1 AVRIL AU 1 DEC.","SU-VN-A"
14170,"\P 14h30-15h30 VEN. 1 AVRIL AU 1 DEC.","SU-VO-A"
14172,"\P 15h30-16h30 VEN. 1 AVRIL AU 1 DEC.","SU-VQ-A"
14174,"\P 07h-08h VEN. 1 AVRIL AU 1 DEC.","SU-VS-A"
14175,"\P 07h30-08h30 VEN. 1 AVRIL AU 1 DEC.","SU-VT-A"
14176,"\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AA-A"
14177,"\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AB-A"
14178,"\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AD-A"
14179,"\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AE-A"
14180,"\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AF-A"
14182,"\P 09h30-10h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AH-A"
14183,"\P 08h30-09h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AI-A"
14185,"\P 08h-09h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-AK-A"
14187,"\P 12h-13h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-PA-A"
14188,"\P 16h-17h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-PC-A"
14189,"\P 17h-18h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-PD-A"
14193,"\P 16h30-17h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-PI-A"
14194,"\P 14h30-15h30 LUN A VEN 1 AVRIL AU 1 DEC.","SV-PV-A"
14196,"\P 16h00 A 18h30 LUN. AU VEN. 1ER AVRIL AU 1ER DEC.","SV-SB-A"
14198,"\P 22h30-23h30 LUN A VEN 1 AVRIL AU 1 DEC.","SV-SE-A"
14199,"\P 07h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-VA-A"
14200,"\P 08h-10h LUN. AU VEN. 1 AVRIL AU 1 DEC.","SV-VC-A"
14202,"\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.","SU-MD-A"
14204,"BOULEVARD ST-LAURENT AVEC FLECHE AU CHOIX","GL-X-*"
14205,"\P 7h30-9h 14h30-16h30 JOURS D'ECOLE","SE-JI"
14206,"P DEBARCADERE","PD-DU"
14207,"RUE SAUVE OUEST","GL-Y"
14208,"RUE PIETONNE 10h-17h SAM ET DIM 16 juil. au 4 sept.","GQ-B-11"
14209,"RUE PIETONNE 10h - 17h SAM et DIM 16 juil. au 4 sept.","RA-P"
14211,"P 15 MIN  8h-9h ET 14h30-15h30 LUN A VEN","PV-QF"
14214,"ACCES 7075 Boul.GOUIN EST","GA-TF-*"
14215,"P DEBARCADERE 7h30 - 16h JOURS D'ECOLE","PE-JE"
14216,"ECO-QUARTIER","GV-EQ-*"
14218,"COMPLEXE WILLIAM-HINGSTON","GV-EH-*"
14219,"PANONCEAU 15h - 18h","PX-JW"
14220,"PANONCEAU EXCEPTE USAGERS DE L'ARENA","RH-T-84"
14221,"\P 08h-12h MERCREDI 15 MARS AU 15 NOVEMBRE","SU-UV"
14222,"\P 08h-12h JEUDI 15 MARS AU 15 NOVEMBRE","SU-UW"
14224,"PANONCEAU EXCEPTE USAGERS DE L'ARENA","PX-JY"
14225,"P 15 min 14h30-21h LUN AU VEN ECOLE SEULEMENT","PV-JQ"
14227,"\P EXCEPTE S3R 16h-3h","R-XI"
14228,"P 15 MIN   7h-9h30 ET 15h-18h  LUN A VEN  GARDERIE SEULEMENT","PV-QG"
14230,"ANNULE-P ARENA ET PARC SEULEMENT","GS-AO"
14232,"\P STATIONNEMENT INTERDIT 13h-18h30 MARDI EXCEPTE BIBLIOBUS","R-BY"
14234,"\P 13h-18h30 JEUDI EXCEPTE BIBLIOBUS","R-BA-A"
14235,"\P RESERVE HANDICAPES 12h - 19h","RD-JK"
14238,"\P 6h30-7h30 SAM ET DIM 1 MARS AU 1 DEC.","SB-OL"
14239,"DIRECTIONS ET DEVIATIONS DES VOIES","RG-N"
14240,"DEVIATION DES VOIES","RG-O"
14241,"DIRECTIONS ET DEVIATIONS DES VOIES","WA-S"
14242,"\P RESERVE HANDICAPES  8h - 16h LUN A VEN","RD-JL"
14244,"\P 21h-22h MAR et JEU 1 AVRIL au 1 DEC","SB-UU-A"
14245,"P DEBARCADERE 7h-18h30","PD-DV"
14247,"PARC DE L'ILE DE LA VISITATION","GT-2122-2"
14248,"PARC DE L'ILE DE LA VISITATION","GT-2123-1"
14249,"ORIFLAMME","ORI-SUPP"
14250,"ORIFLAMME","ORI-SUPP1"
14251,"\P LIVRAISON SEULEMENT 9h-15h LUN A VEN","SL-JY"
14252,"\P LIVRAISON SEULEMENT 8h-15h LUN A VEN","SL-JZ"
14253,"\P RESERVE HANDICAPES  9h30 - 16h","RD-JM"
14255,"ARRETS TOUTES LES APPROCHES","RA-KN"
14256,"ARRET (900 x 900)","RA-A-1O"
14257,"panneau bidon pour St-Léonard","BIDON"
14258,"\P 08h30-11h30 LUNDI 1AVRIL AU 1DEC.","SU-AB-A"
14259,"\P 12h30-15h30 LUNDI 1AVRIL AU 1 DEC.","SU-LV-A"
14260,"\P 12h30-15h30 MARDI 1AVRIL AU 1DEC.","SU-MV-A"
14261,"\P 13h-15h MARDI 1AVRIL AU 1DEC.","SU-MW-A"
14263,"\P 8h-11h MERCREDI 1 AVRIL AU 1 DEC.","SU-NI-A"
14264,"CORRIDOR SCOLAIRE AHUNTSIC-CARTIERVILLE","D-CSA"
14265,"CORRIDOR SCOLAIRE SUD-OUEST","D-CSSO"
14266,"PARC DE L'ILE DE LA VISITATION","GT-2124-3"
14267,"PARC HENRI-JULIEN AVEC FLECHE AU CHOIX","GL-Z-*"
14268,"STATIONNEMENT RESERVE EDIFICE ALBERT-DUMOUCHEL","D-SAD"
14270,"\A 07h30-08h30  ET  14h30-15H30  LUN A VEN","AE-QB"
14271,"ZONE SCOLAIRE (FOND JAUNE FLUO) (venant de la droite)","PA-A-FL-20"
14276,"\P 23H30-00h30 MAR et JEU 1 AVRIL au 1 DEC","SB-UY-A"
14282,"SURVEILLANCE PAR RADAR PHOTO SUR ____ KM (1800x900)","GV-ZC"
14283,"PHOTO RADAR - VITESSE (600x900)","GV-ZD"
14284,"PHOTO RADAR - VITESSE (900x1200)","GV-ZD-10"
14286,"PHOTOGRAMÉTRIE - FEU ROUGE (600x900)","GV-ZE"
14288,"\A 05h-09h   14h30-18h30  LUN A VEN","AV-RI"
14289,"\A 05h-09h   15h30-18h30  LUN A VEN","AV-RJ"
14290,"\A 05h-09h LUN A VEN","AV-AL"
14291,"\A 14h30-18h30 LUN A VEN","AV-PR"
14292,"P 60 min 10h30-14h30 LUN A SAM","PS-JV"
14295,"P 60 min 09h30-14h30 LUN A VEN","PV-OV"
14296,"P 60 min 10h30-14h30 LUN A VEN","PV-OW"
14297,"\P LIVRAISON SEULEMENT 11h-14h LUN A VEN","SL-OB"
14298,"RUE CHABANEL, EST A GAUCHE, OUEST A DROITE","GM-B"
14299,"RUE CHABANEL, OUEST A GAUCHE, EST A DROITE","GM-C"
14300,"RUE LEGENDRE, EST A GAUCHE, OUEST A DROITE","GM-D"
14301,"RUE LEGENDRE, OUEST A GAUCHE, EST A DROITE","GM-E"
14302,"PLAN DE DETOUR POUR SAUVÉ OUEST","GV-NQ"
14308,"PANONCEAU 20 AOÛT AU 30 JUIN","PX-AX"
14310,"\P 06h-07h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.","SC-AA"
14311,"\P 07h-08h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.","SC-AB"
14313,"\P EXCEPTE S3R 09h-17h MAR. MER. JEU.","R-XK"
14315,"\P 08h30-11h30 LUNDI 1 MARS AU 1 DEC.","SU-AB"
14316,"\P 12h30-15h30 LUNDI 1 MARS AU 1 DEC.","SU-LV"
14317,"\P 08h30-11h30 MARDI 1 MARS AU 1 DEC.","SU-AC"
14318,"\P 08h30-11h30 MARDI 1 AVRIL AU 1 DEC.","SU-AC-A"
14319,"\P 12h30-15h30 MAR. 1 MARS AU 1 DEC.","SU-MV"
14321,"\P 13h-16h MARDI 1 AVRIL AU 1 DEC.","SU-PD-A"
14325,"\P 08h-11h MER. 1 AVRIL AU 1 DEC.","SU-AD-A"
14327,"\P 08h30-11h30 MER. 1 AVRIL AU 1 DEC.","SU-AE-A"
14328,"\P 09h-11h MER. 1 MARS AU 1 DEC.","SU-AF"
14329,"\P 09h-11h MER. 1 AVRIL AU 1 DEC.","SU-AF-A"
14331,"\P 09h-12h MER. 1 AVRIL AU 1 DEC","SU-AG-A"
14333,"\P 08h-11h JEU. 1 AVRIL AU 1 DEC.","SU-AH-A"
14335,"\P 08h30-11h30 JEU. 1 AVRIL AU 1 DEC.","SU-AI-A"
14337,"\P 08h-11h VEN. 1 AVRIL AU 1 DEC.","SU-AJ-A"
14339,"\P 08h30-11h30 VEN. 1 AVRIL AU 1 DEC.","SU-AK-A"
14341,"\P 12h30-15h30 MER. 1 AVRIL AU 1 DEC.","SU-PF-A"
14343,"\P 13h-16h MER. 1 AVRIL AU 1 DEC.","SU-PG-A"
14344,"\P 12h30-15h30 JEU. 1 MARS AU 1 DEC.","SU-PH"
14345,"\P 12h30-15h30 JEU. 1 AVRIL AU 1 DEC.","SU-PH-A"
14347,"\P 12h30-15h30 VEN. 1 AVRIL AU 1 DEC.","SU-PI-A"
14351,"\P 22h-23h LUN. MER. 1 AVRIL AU 1 DEC.","SB-VZ-A"
14353,"\P 19h30-20h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-VY-A"
14354,"\P 20h-21h MAR. JEU. 1 MARS AU 1 DEC","SB-WA"
14355,"\P 20h-21h MAR. JEU. 1 AVRIL AU 1 DEC","SB-WA-A"
14359,"\P 22h-23h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-WC-A"
14362,"\P 1 AVRIL AU 1 NOVEMBRE","SD-OR"
14365,"\P 09H-14H30 LUN A VEN","SV-QE"
14366,"\P 08h-14h30 JOURS D'ECOLE","SE-JJ"
14367,"\A 06h30-09h  16h-18h30 LUN A VEN","AV-RK"
14368,"\A 07h-09h30  14h30-18h30 LUN A VEN","AV-RL"
14369,"\P 19h-06h30 EXCEPTE TAXI","SD-NQ"
14372,"P 60 min 09h30-14h30 LUN A SAM","PS-JP"
14373,"P 15 min 09h30-18h LUN A SAM","PS-JQ"
14377,"\P 13h-16h VEN. 1 AVRIL AU 1 DEC.","SU-PJ-A"
14379,"\P 05h-09h","SD-AL"
14381,"PANONCEAU EXCEPTE VELO (600 x 300)","RH-T-85"
14382,"AV. DES PINS EST, FLECHE 15 - AVE DU PARC NORD, FLECHE 1 (1500x600)","GM-F"
14383,"AV. DES PINS EST, FLECHE 5 - AVE DU PARC NORD, FLECHE 1 (1500x600)","GM-G"
14384,"RUE HUTCHISON, FLECHE 5 (1500x300)","GM-H"
14385,"AV. DES PINS OUEST, FLECHE 5 (1500x300)","GM-I"
14386,"RUE ONTARIO *=FLECHE (1200x300)","GM-J"
14387,"RUE ONTARIO, FLECHE 2 EST, OUEST FLECHE 3 (1200x450)","GM-K"
14391,"MAXIMUM 30 SECTEUR","RC-A-S"
14392,"MAXIMUM 40 SECTEUR","RC-G-S"
14393,"PANONCEAU SECTEUR","RH-T-86"
14395,"ECOCENTRE (*=FLECHE)","GV-EI-*"
14397,"PANONCEAU EXCEPTE 09h-17h LUNDI 1 AVRIL AU 1 DEC","PX-JZ"
14398,"PRE-SIGNAL VOIE RESERVEE XXX METRES","RP-AF"
14399,"\P 19h DIMANCHE A 19h MERCREDI","OUT-SDA-01"
14400,"\P 19h MERCREDI A 19h DIMANCHE","OUT-SDA-02"
14401,"\P 8h JEUDI A 8h LUNDI","OUT-SDA-03"
14402,"\P 8h LUNDI A 8h JEUDI","OUT-SDA-04"
14403,"\P 9h - 17h LUNDI MARDI MERCREDI","OUT-SDA-05"
14404,"\P 9h - 17h JEUDI VENDREDI","OUT-SDA-06"
14405,"\P 1ER AVRIL - 30 NOV","OUT-SDS-01"
14406,"\P 30 NOV - 1ER AVRIL","OUT-SDS-02"
14408,"\P 12h - 16h LUNDI 1ER AVRIL - 30 NOV","OUT-SDN-04"
14409,"\P 8h - 10h MERCREDI 1ER AVRIL - 30 NOV","OUT-SDN-07"
14410,"\P 8h - 12h MERCREDI 1ER AVRIL - 30 NOV","OUT-SDN-08"
14411,"\P 12h - 16h MERCREDI 1ER AVRIL - 30 NOV","OUT-SDN-10"
14412,"\P 8h - 10h JEUDI 1ER AVRIL - 30 NOV","OUT-SDN-11"
14413,"\P 8h - 12h JEUDI 1ER AVRIL - 30 NOV","OUT-SDN-12"
14414,"\P 12h - 16h JEUDI 1ER AVRIL - 30 NOV","OUT-SDN-14"
14415,"\P 8h - 12h VENDREDI 1ER AVRIL - 30 NOV","OUT-SDN-17"
14417,"\P 12h - 16h VENDREDI 1ER AVRIL - 30 NOV","OUT-SDN-20"
14440,"\P RESERVE CORPS DIPLOMATIQUE \P 8h - 12h JEUDI 1ER AVRIL - 30 NOV","OUT-SD-42"
14443,"\P EXCEPTE 2h 10h - 12h LUN À VEN, 16h30 -18h30 SAMEDI ET 8h30 - 13h DIMANCHE","OUT-SDX-04"
14444,"\P EXCEPTE VISITEURS POSTE DE POLICE DE QUARTIER N024","OUT-SDX-05"
14446,"\P 7h - 24h EXCEPTE VISITEURS COURS MUNICIPALE SECURITE PUBLIQUE","OUT-SDX-07"
14447,"\A 7h - 7h30 LUNDI 1er AVRIL - 30 NOV","OUT-ADN-01"
14448,"\A 7h - 8h LUNDI 1er AVRIL - 30 NOV","OUT-ADN-02"
14452,"\A 7h - 8h JEUDI 1er AVRIL - 30 NOV","OUT-ADN-12"
14455,"\A 14h - 16h VENDREDI 1er AVRIL - 30 NOV","OUT-ADN-18"
14456,"\A 7h - 8h LUN et  MER 1er AVRIL - 30 NOV","OUT-ADN-19"
14457,"\A 8h - 9h LUN et MER 1er AVRIL - 30 NOV","OUT-ADN-20"
14458,"\A 7h - 8h MAR et JEU 1er AVRIL - 30 NOV","OUT-ADN-23"
14459,"\A 8h - 9h MAR et JEU 1er AVRIL - 30 NOV","OUT-ADN-24"
14461,"\A ARRET D'AUTOBUS","OUT-AD-15"
14462,"P 15 MIN 8h - 9h et 15h - 17h LUN À VEN","OUT-SPM-06"
14463,"P 2h 8h - 19h JEUDI et VENDREDI","OUT-SPH-02"
14464,"P 2h 8h - 19h LUNDI, MARDI et MERCREDI","OUT-SPH-01"
14465,"P 2h 8h - 20h LUN À SAM","OUT-SPH-06"
14466,"P 2h 8h - 22h LUN À SAM","OUT-SPH-07"
14467,"P 2h 8h A 22h LUN, 8h A 22h MAR et 8h A 19h MER","OUT-SPH-08"
14468,"P 2h 19h A 22h MER, 8h A 22h JEU et 8h A 19h VEN","OUT-SPH-09"
14469,"P 2h 19h A 22h MER, 8h À 22h JEU. 8h A 22h VEN, 8h A 22h SAM et 8h A 19h DIM","OUT-SPH-10"
14484,"\P 8h - 12h VENDREDI 1ER AVRIL - 30 NOV | P DEBARCADERE MAX 15 min.","OUT-SC-15"
14488,"\P 19h DIMANCHE À 19h MERCREDI | P DÉBARCADÈRE MAX 15 min.19h MERCREDI À 19h DIMANCHE","OUT-SC-19"
14502,"\P EXCEPTÉ DETENTEURS DE PERMIS SECTEUR XX 8h - 22h","OUT-SRV-02"
14503,"\P EXCEPTÉ DETENTEURS DE PERMIS SECTEUR XX 10h - 24h","OUT-SRV-03"
14504,"\P EXCEPTÉ DETENTEURS DE PERMIS SECTEUR XX 17h - 24h","OUT-SRV-04"
14505,"\P EXCEPTÉ DETENTEURS DE PERMIS SECTEUR XX | P NON DETENTEURS DE PERMIS MAX 2h 8h -22h LUN. AU VEN","OUT-SRV-05"
14506,"P DETENTEURS DE PERMIS SECTEUR XX | P NON DETENTEURS DE PERMIS MAX 2h 8h - 22h","OUT-SRV-06"
14507,"P DETENTEURS DE PERMIS SECTEUR XX | P NON DETENTEURS DE PERMIS MAX 2h 8h - 22h LUN. AU SAM.","OUT-SRV-07"
14508,"P DETENTEURS DE PERMIS SECTEUR XX | P NON DETENTEURS DE PERMIS MAX 2h 8h - 22h LUN. AU MER.","OUT-SRV-08"
