PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA
10331,"TRAIN DE BANLIEU (FOURNI PAR MTQ)","GA-GL"
10333,"AV. NEWMAN - FLECHE 2, RUE JOLICOEUR - FLECHE 3","GK-Y"
10368,"AVENUE CEDAR         * = FLECHE","GK-Z-*"
10389,"BOUL. DE MAISONNEUVE  -  FLECHE","GL-R"
10390,"CH. UPPER LACHINE ET RUE ST-JACQUES - FLECHES 1 ","GL-S"
10408,"\P 19h-20h LUN ET MER 1 MARS AU 1 DEC.","SB-UF"
10409,"\P 19h-20h MAR ET JEU 1 MARS AU 1 DEC.","SB-UG"
10411,"\P EXCEPTE S3R 15h-23h LUN A VEN","R-WF"
10412,"\P EXCEPTE S3R 10h-21h LUN A SAM","R-WG"
10413,"\P EXCEPTE S3R 18h-21h LUN A SAM","R-WH"
10428,"CLOTURE EN PLASTIQUE VERT (BALIROAD)","VC-CL-2"
10448,"P 04h 06h-18h LUN A VEN","PV-OE"
10468,"SI VOUS ROULEZ A .......DANS UNE ZONE DE 50 km/h","D-CUM-50"
10488,"54e AVENUE VIA DEMI-TOUR        *=FLECHE","GA-F-*"
10508,"PANONCEAU NOIR EXCEPTE 5h-8h LUN ET JEU","PX-FL"
10509,"PANONCEAU NOIR EXCEPTE 05h-08h MAR ET VEN","PX-FM"
10511,"PANONCEAU NOIR EXCEPTE 08h-18h LUNDI","PX-FB"
10528,"PANONCEAU  DIMANCHE","PX-LB"
10529,"PANONCEAU  50m","WY-B"
10568,"ATTENTION - TOUT VEHICULE STATIONNE ILLEGALEMENT SERA REMORQUE","GS-AH-1"
10588,"\P 09h-17h VENDREDI","SU-OB"
10609,"PANONCEAU CAMIONS SEULEMENT","PX-CS"
10611,"DANGER - FLECHE DIRECTIONNELLE A DROITE","VC-D-D"
10628,"\P EXCEPTE S3R 15h-23h LUN A SAM","R-WJ"
10648,"ROUTE 112  (fourni par le MTQ)","G-112"
10649,"Panneaux d'autoroute 19  (fourni par MTQ)","G-19"
10653,"\P 20h30-21h30 MARDI ET JEUDI, 1ER MARS AU 1ER DEC.","SB-UI"
10668,"VITESSE SUGGEREE 45 KM/H (GRAND FORMAT)","WI-T-8-20"
10688,"P 15 MIN 07h-16h LUN A VEN","PV-DN"
10709,"CLUB DE GOLF DE L'ILE DE MONTREAL","GO-50-B"
10711,"CLUB DE GOLF DE L'ILE DE MONTREAL","GO-50-D"
10712,"CLUB DE GOLF DE L'ILE DE MONTREAL","GO-50-E"
10713,"CLUB DE GOLF DE L'ILE DE MONTREAL","GO-50-F"
10714,"CLUB DE GOLF DE L'ILE DE MONTREAL","GO-50-G"
10731,"OBSERVATOIRE","GT-2073-4(1)"
10788,"PARKING FLECHE AVANCEE A GAUCHE","GS-Z"
10828,"RUE GUY     * = FLECHE","GL-T-*"
10848,"P 2h 09h-17h MAR ET VEN","PB-JD"
10849,"P 2h 09h-17h LUN ET MER ET JEU","PT-JD"
10850,"SITE HISTORIQUE MAISON ST-GABRIEL","GT-2033-13"
10851,"SITE HISTORIQUE MAISON ST-GABRIEL","GT-2090-1"
10911,"CAMIONS TRANSIT VERS PRISON BORDEAUX ET HOPITAL NOTRE-DAME DE LA MERCI","RK-AH-*"
10928,"\P 22h30-23h30 LUN A VEN 1 MARS AU 1 DEC.","SV-SE"
10968,"\P EXCEPTE VISITEURS POSTE DE POLICE","R-VQ"
10969,"PRESENCE DE CHEVREUILS (PARC POINTE-AUX-PRAIRIES)","XC-C"
10971,"P 60 min 09h-17h LUN A VEN","PV-OF"
11008,"\P EXCEPTE S3R 09h-17h LUN ET JEU  (2 SECTEURS)","R-PM-2S"
11028,"DANGER - CROISEMENT VEHICULES/CYCLISTES POUR RUE EN «T»","WI-IA"
11050,"PARC DE L'ILE-DE-LA-VISITATION","GT-2102-13"
11051,"PARC DE L'ILE-DE-LA-VISITATION","GT-2103-3"
11052,"PARC DE L'ILE-DE-LA-VISITATION","GT-2104-3"
11053,"PARC DE L'ILE-DE-LA-VISITATION","GT-2105-13"
11054,"PARC DE L'ILE-DE-LA-VISITATION","GT-2106-3"
11056,"PARC DE L'ILE-DE-LA-VISITATION","GT-2108-2"
11057,"PARC DE L'ILE-DE-LA-VISITATION","GT-2109-12"
11059,"PARC DE L'ILE-DE-LA-VISITATION","GT-2111-1"
11060,"PARC DE L'ILE-DE-LA-VISITATION","GT-2112-2"
11061,"PARC DE L'ILE-DE-LA-VISITATION","GT-2113-1"
11108,"MAISON DU MEUNIER (VELO / TOURISTIQUE)","VT-HM-*"
11109,"MAISON DU PRESSOIR (VELO / TOURISTIQUE)","VT-HP-*"
11128,"P 15 MIN 15h-18h LUN A VEN","PV-DO"
11129,"LIMITATION DE POIDS (3 TONNAGES)","RZ-D"
11149,"\P 09h30-15h30","SD-OH"
11168,"FERME ANGRIGNON    (*=FLECHE)","GV-FA-*"
11188,"PANONCEAU DE PRESCRIPTION 07h-09h ET 15h-18h","RH-T-74"
11189,"PAYEZ ICI (POUR PANNEAU BORNE DE STATIONNEMENT)","GS-A-20"
11288,"\P RESERVE HANDICAPE 16h-24h LUN A VEN","RD-JG"
11329,"\P 07h-16h LUN ET MER ET JEU","ST-OO"
11348,"ECO-CENTRE ""U TURN"" 300 m","GV-EE"
11349,"ECO-CENTRE ""U TURN""","GV-EF"
11350,"ECO-CENTRE (VIRAGE A ANGLE)","GV-EG"
11388,"\P 07h-21h EXCEPTE TAXIS","R-TL"
11408,"PANONCEAU 200 m","RH-T-76"
11428,"\A 16h-17h30 LUN A VEN","AV-PQ"
11429,"\P 13h-15h LUN A VEN","SV-PY"
11448,"\P EXCEPTE S3R 15h-09h   (2 SECTEURS)","R-PH-2S"
11449,"\P EXCEPTE S3R EN TOUT TEMPS","R-QG-2S"
11488,"PANONCEAU EXCEPTE LIVRAISON LOCALE DE 6h A 11h","RH-T-77"
11508,"\P EXCEPTE S3R 9h-17h VENDREDI","R-WP"
11509,"\P EXCEPTE S3R 09h30-18h30 LUN A VEN","R-WQ"
11529,"PANONCEAU EXCEPTE VEHICULES MUNIS D'IN PERMIS (2 SECTEURS)","PX-PR-2S"
11530,"PANONCEAU RESERVE VEHICULES MUNIS D'UN PERMIS (2 SECTEURS)","PX-PS-2S"
11533,"CASINO FLECHE 1  -  PARC JEAN-DRAPEAU FLECHE 5","GV-NI"
11548,"AUTOROUTE 10","G-10"
11549,"FIN","FB-F"
11568,"ZONE SCOLAIRE (JAUNE FLUO) (venant de la gauche) (600x600)","PA-Y-FL"
11569,"ZONE SCOLAIRE (JAUNE FLUO) (venant de la gauche) (750x750)","PA-Y-FL-10"
11589,"ROUTE ALTERNATIVE CAMION TRANSIT VERS 25 SUD","RK-AI-*"
11628,"AV. PAPINEAU DIRECTION SUD VIA CREMAZIE","GV-NJ-*"
11629,"PANONCEAU «SUR 250 m»","WJ-C"
11669,"PROMENADE FLEURY","D-PF"
11670,"PROMENADE MASSON","D-PM"
11690,"P 02 h 09h30-17h LUN A VEN","PV-OH"
11692,"PANONCEAU  DETENTION SEULEMENT","PX-AT"
11709,"\P EXCEPTE S3R 09h-20h     (2 SECTEURS)","R-RF-2S"
11711,"\P EXCEPTE S3R 09h30-18h30","R-WR"
11749,"TRANSIT CAMION VERS ST-LEONARD VIA J.-B.- MARTINEAU","RK-AK-*"
11769,"ANNULE - REMPLACÉ PAR PD-DT","PD-TS"
11770,"\A 14h30-15h30 LUN A VEN","AV-PA"
11789,"PANONCEAU ARRETS TOUTES LES APPROCHES","RA-K"
11809,"\P 17h-18h MARDI 1ER MARS AU 1ER DECEMBRE","SU-UQ"
11810,"\P EXCEPTE S3R 15h-23h LUN A VEN et 9h-23h SAM ET DIM","R-WS"
11829,"OBLIGATION DE DESCENDRE DU VELO SUR LES TROTTOIRS","GV-ET"
11830,"ZONE SCOLAIRE POUR PISTE CYCLABLE","VC-P-B-FL"
11850,"P RESERVE DETENTEURS DE PERMIS 169150 CANADA","GS-AJ"
11890,"\P 07h-09h LUN ET MER 1 MARS AU 1 DEC.","SB-AW"
11909,"NORD VIA AVENUE DU PARC","GV-NK-*"
11929,"\P 22h30-23h30 LUN ET MER 1MARS AU 1 DEC.","SB-UK"
11931,"\P 21h-22h LUN ET MER 1 MARS AU 1 DEC.","SB-UM"
11949,"P 15 MIN 07h-09h30 ET 15h-18h LUN A VEN","PV-QE"
11969,"PANONCEAU JAUNE 2,7 m","WI-T-01-D"
12009,"GOLF  ","GA-GM"
12010,"\P 18h-19h MAR ET JEU 1 MARS AU 1 DEC.","SB-UN"
12011,"\P 18h-19h LUN ET MER 1 MARS AU 1 DEC.","SB-UO"
12029,"\P 1 NOV. AU 1 AVRIL   CHUTE A NEIGE","SD-OQ"
12030,"PRE-SIGNAL DE ZONE SCOLAIRE OU DE PASSAGE ECOLIERS FLUO","VC-D-AZ-FL"
12031,"PRE-SIGNAL DE ZONE SCOLAIRE OU DE PASSAGE ECOLIERS FLUO","VC-D-AW-FL"
12069,"VITESSE 30 km/h EN VIGUEUR (DATE)","WZ-CA"
12089,"\P 09h-17h LUN, MAR, JEU, VEN","SC-JE"
12129,"RUE PHILIPPE-TURCOT     *=FLECHE","GL-V-*"
12149,"PANONCEAU ARRETS TOUTES LES APPROCHES","RA-KA"
12150,"ARRETS TOUTES LES APPROCHES","RA-KB"
12151,"ARRETS TOUTES LES APPROCHES","RA-KC"
12152,"ARRETS TOUTES LES APPROCHES","RA-KD"
12153,"ARRETS TOUTES LES APPROCHES","RA-KE"
12154,"ARRETS TOUTES LES APPROCHES","RA-KF"
12155,"ARRETS TOUTES LES APPROCHES","RA-KG"
12156,"ARRETS TOUTES LES APPROCHES","RA-KH"
12157,"ARRETS TOUTES LES APPROCHES","RA-KI"
12158,"ARRETS TOUTES LES APPROCHES","RA-KJ"
12159,"ARRETS TOUTES LES APPROCHES","RA-KK"
12160,"ARRETS TOUTES LES APPROCHES","RA-KL"
12161,"ARRETS TOUTES LES APPROCHES","RA-KM"
12169,"ANNULE\P 21h30 - 22h30 MAR et JEU 1 MARS au 1 DEC","SB-UP"
12189,"PANONCEAU MAXIMUM 15 min","PX-AU"
12229,"/P S3R 08h30-11h LUN A VEN","R-WT"
12249,"VISIBILITE RESTREINTE DANS UNE COURBE VERTICALE","WJ-D"
12269,"\P EXCEPTE S3R 11h-18h LUN A VEN","R-WU"
12290,"\P EXCEPTE S3R 16h-22h LUN A VEN ET 09h-22h SAM ET DIM","R-WV"
12291,"VIRAGE A DROITE AU FEU ROUGE","VD-FR"
12309,"\P 18h30-19h30 MAR. 1 MARS AU 1 DEC. ","SU-UR"
12329,"LARGEUR MAXIMALE","RM-AS"
12349,"TUNNEL L.-H.-LAFONTAINE GARDEZ LA DROITE","GV-NM"
12350,"TUNNEL L.-H.-LAFONTAINE ET 25 SUD - FLECHE TOUT DROIT","GV-NN"
12369,"\P EXCEPTE S3R 18h30-21h LUN A VEN,  09h-21h SAM et DIM","R-WX"
12370,"\P EXCEPTE S3R 18h30-21h","R-WY"
12371,"\P 19h30-20h30 LUN et MER 1 MARS AU 1 DEC.","SB-UQ"
12389,"P 15 min 08h30-19h LUN AU SAM","PS-DC"
12390,"P 15 min 07h-19h LUN AU VEN","PV-DP"
12411,"LIGNE D'ARRET POUR VOIE FERREE","RA-C-15"
12412,"INDICATEUR DU PASSAGE DROIT","WJ-E-2"
12430,"\P EXCEPTE S3R 17H-09H ","R-WW"
12431,"\P 18H-24H MARDI ET VENDREDI","SB-US"
12432,"INTERDICTION DE STAT. S3R DE 15H - 3H","R-WZ"
12449,"INTERDICTION DE STAT. S3R (GR. R) 18H - 3H","R-XB"
12450,"INTERDICTION DE STAT. S3R (GR. R) 17H - 3H","R-XA"
12457,"PANONCEAU AMENDE 168$","RH-T-78"
12469,"P 60 min 9h-21h LUN A VEN","PV-OS"
12489,"PANONCEAU INT. DE TRAVERSER DE CE COTE","RH-T-79"
12509,"PANONCEAU DE STATIONNEMENT (EXCEPTE VEH DE LA STM)","PX-AV"
12511,"PRESCRIPTION-PANONCEAU (EXCEPTE CAMIONS ET VEH D'URGENCE)","RH-T-80"
12513,"STAT. INT. MAR ET VEN DE 10H30 - 11H30","SB-AY"
12530,"STAT.HANDICAPEES 7H - 20H","RD-JI"
12549,"\A 08h-20h","AD-TF"
12569,"STAT. INT. DE 5H - 7H (1 MARS AU 1 DEC)","SD-AJ"
12570,"MAISON SAINT-GABRIEL  (VELO / TOURISTIQUE)","VT-HS-*"
12572,"STAT. INT. 4H - 5H (1 MARS AU 1 DEC)","SD-AI"
12574,"STAT. INT. S3R DE 9H - 23H (1 AVRIL AU 30 SEPT)","R-XF"
13000,"\P 14h-15h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VT-A"
13001,"\P 14h-15h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JT-A"
13002,"\P EXCEPTE S3R 16h-3h ( 1 AVRIL AU 30 SEPT )","R-XG"
13003,"\P RESERVE HANDICAPES DE 10h00 A 16h00, LUN. SAM.","RD-JJ"
13004,"\P EXCEPTE CONSEILLERS MUNICIPAUX","R-CM"
13005,"SITE NAUTIQUE SOPHIE-BARAT","VT-NS-*"
13007,"\P 1ER DECEMBRE AU 1ER MARS","SD-OI"
13008,"ROUTE 117  -  FOND VERT   (boul. Laurentien)","G-117"
13012,"FEUX ENLEVES (DATE)","WZ-HE"
13013,"FEUX EN SERVICE (DATE)","WZ-HF"
13014,"NORD ET OUEST VIA BOUL. ST-LAURENT       * = fleche","GV-NO-*"
13588,"\A EN TOUT TEMPS DES DEUX COTES","AD-DC"
13589,"AUTOCOLLANT DE PARCOMETRE - ARRET INTERDIT","CI-AA"
13590,"AUTOCOLLANT DE PARCOMETRE - ARRET INTERDIT","CI-AB"
13593,"AUTOCOLLANT DE PARCOMETRE - STAT. INTERDIT","CI-AF"
13675,"PRE-SIGNAL ZONE SCOLAIRE + GRAND (PASSAGE D'ECOLIERS) COULEUR FLUO","PA-W-FL10"
13676,"PRE-SIGNAL ZONE SCOLAIRE + GRAND (PASSAGE D'ECOLIERS)","PA-X-FL10"
13678,"/P CAMIONS AUX ENDROITS DEFENDUS PAR LE RRVM, C-4.1, ARTICLES 31 ET 31.1 (Arrondissement Ahuntsic-Cartierville)","RK-AL"
13679,"PANONCEAU DE DIRECTION BLANC-NOIR (DROITE)","RL-F"
13681,"VOIE RESERVEE 06h-09h 15h30-18h30 LUN A VEN (AERIEN)","RS-AG"
13688,"PRE-SIGNAL DIRECTION DES VOIES - FUSION DE VOIES EN RAISON D'UNE VOIE RESERVEE AUX AUTOBUS","WI-DO"
13690,"FLECHE (vers la gauche) INDIQUANT L'EMPLACEMENT DU PASSAGE","WJ-E-1"
13691,"PANONCEAU NOUVELLE VITESSE","WZ-LV"
13692,"PASSAGE DE PIETONS (FLECHE A DROITE)","Z-PB-BA"
13693,"\P 9h-21h MAR. JEU. SAM. DIM","SC-JF"
13694,"\P 9h-21h LUN. MER. VEN.","ST-JF"
13695,"\P 9h-21h LUN.","SU-OC"
13696,"\P 7h-19h MAR. JEU.","SB-ON"
13697,"\P 7h-19h LUN. MER. VEN.","ST-ON"
13698,"\P EXCEPTE S3R 15h-21h LUN. à VEN. et 9h-21h SAM.DIM.","R-XH"
13699,"EXCEPTE 9h-21h LUN.","PX-EK"
13700,"BASILIQUE NOTRE-DAME","HT-BN"
13701,"CENTRE D'HISTOIRE","HT-CH"
13702,"CHAMP-DE-MARS","HT-CM"
13703,"HOTEL DE VILLE","HT-HO"
13704,"MARCHE BONSECOURS","HT-MB"
13705,"MUSEE DU CHÂTEAU RAMEZAY","HT-MC"
13706,"MUREE MARC-AURELE-FORTIN","HT-MM"
13707,"PLACE D'ARMES","HT-PA"
13708,"PLACE D'YOUVILLE","HT-PY"
13709,"PLACE JACQUES-CARTIER","HT-PJ"
13710,"PLACE ROYALE","HT-PR"
13711,"POINTE-A-CALLIERE","HT-MP"
13712,"SQUARE VICTORIA","HT-SV"
13713,"CHAPELLE NOTRE-DAME-DE-BONSECOURS","HT-CN"
13714,"MAISON ST-GEORGE-ETIENNE-CARTIER","HT-MS"
13715,"EN SURGAGE","RM-AT"
13719,"Club de golf de l'Ile de Montréal","GT-2135-1(2,5)"
13725,"\P 9h-13h","SD-AE"
13726,"\P 13h-21h","SD-PE"
13728,"Collecte des ordures 21h-8h","RH-T-82"
13729,"\P 7h-21h LUN à VEN","SV-JX"
13732,"P 15 min 07h-21h30 LUN A VEN","PV-DQ"
13740,"PANNONCEAU TRANSIT - 2 POINTS CARDINAUX ET FLECHES","RH-T-68-*"
13743,"MANOEUVRE INTERDITE AUX CAMIONS (* = FLECHE)","RM-AE-*"
13748,"\P 22h - 23h MAR et JEU 1 MARS au 1 DEC","SB-UT"
13751,"direction des voies","RG-DQ"
13752,"direction des voies","RG-DP"
13753,"PRE-SIGNAL DIRECTION DES VOIES - direction des voies","WI-DQ"
13754,"PRE-SIGNAL DIRECTION DES VOIES - direction des voies","WI-DP"
13756,"PANONCEAU 12h - 24h","PX-JV"
13757,"PANONCEAU 07h - 18h LUN A VEN","RH-T-83"
13807,"\P 07h-09h LUNDI JEUDI 1 AVRIL AU 1 DEC.","SB-AA-A"
13808,"\P 06h30-07h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-AB-A"
13809,"\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.","SB-AE-A"
13810,"\P 09h-12h LUN. JEU. 1 AVRILAU 1 DEC.","SB-AF-A"
13812,"\P 08h-11h MAR. VEN. 1AVRIL AU 1 DEC.","SB-AH-A"
13813,"\P 07h-09h MAR. ET VEN. 1er AVRIL AU 1er DEC.","SB-AI-A"
13816,"\P 07h-09h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-AS-A"
13817,"\P 06h-07h LUNDI, JEUDI, 1 AVRIL AU 1 DEC.","SB-AT-A"
13819,"\P 07h-09h LUN ET MER 1 AVRIL AU 1 DEC.","SB-AW-A"
13821,"\P 17h-18h MER. VEN. 1ER AVRIL AU 1ER DEC.","SB-EB-A"
13822,"\P 19h30-20h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-FA-A"
13823,"\P 08h-09h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JA-A"
13824,"\P 08h30-09h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JB-A"
13825,"\P 09h-10h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JC-A"
13826,"\P 09h30-10h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JD-A"
13827,"\P 10h-11h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JE-A"
13829,"\P 11h30-12h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JH-A"
13830,"\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JJ-A"
13831,"\P 12h30-13h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JK-A"
13832,"\P 13h30-14h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JM-A"
13833,"\P 14h30-15h30 LUN. JEU. 1AVRIL AU 1 DEC.","SB-JO-A"
13837,"\P 13h-14h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JS-A"
13838,"\P 17h30-18h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JU-A"
13839,"\P 17h-18h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-JW-A"
13840,"\P 08h-09h LUN. VEN. 1 AVRIL AU 1 DEC.","SB-JX-A"
13842,"\P 08h-09h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LA-A"
13843,"\P 08h30-09h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LB-A"
13844,"\P 09h-10h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LC-A"
13845,"\P 09h30-10h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LD-A"
13846,"\P 10h-11h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LE-A"
13847,"\P 10h30-11h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LF-A"
13851,"\P 12h-13h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LJ-A"
13852,"\P 12h30-13h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LK-A"
13853,"\P 07h-08h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LL-A"
13854,"\P 13h30-14h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LM-A"
13855,"\P 14h30-15h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LO-A"
13856,"\P 15h-16h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LP-A"
13860,"\P 14h-15h LUN. MER. 1 AVRIL AU 1 DEC.","SB-LT-A"
13861,"\P 17h30-18h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LU-A"
13863,"\P 07h30-08h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-LV-A"
13864,"\P 08h-09h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MA-A"
13865,"\P 08h30-09h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MB-A"
13866,"\P 09h-10h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MC-A"
13868,"\P 09h30-10h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MD-A"
13869,"\P 10h-11h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-ME-A"
13873,"\P 06h30-07h30 MAR. JEU. 1 AVRIL AU 1 DEC","SB-MI-A"
13874,"\P 12h-13h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MJ-A"
13875,"\P 12h30-13h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MK-A"
13876,"\P 21h30-22h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-ML-A"
13877,"\P 13h30-14h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MM-A"
13878,"\P 14h30-15h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MO-A"
13882,"\P 13h-14h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MS-A"
13883,"\P 14h-15h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MT-A"
13884,"\P 07h-08h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-MU-A"
13885,"\P 07h30-08h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-MV-A"
13886,"\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-MW-A"
13887,"\P 08h-09h MER. VEN. 1 AVRIL AU 1 DEC.","SB-NA-A"
13888,"\P 08h30-09h30 MER. VEN. 1 AVRIL AU 1 DEC.","SB-NB-A"
13889,"\P 09h-10h MER. VEN. 1 AVRIL AU 1 DEC.","SB-NC-A"
13896,"\P 12h30-13h30 MER. VEN. 1 AVRIL AU 1 DEC.","SB-NK-A"
13897,"\P 1h-2h LUN et JEU 1 AVRIL au 1 DEC","SB-NL-A"
13898,"\P 13h30-14h30 MER. VEN. 1 AVRIL AU 1 DEC.","SB-NM-A"
13902,"\P 15h30-16h30 MER. VEN. 1 AVRIL AU 1 DEC.","SB-NQ-A"
13907,"\P 07h30-08h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-NV-A"
13908,"\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.","SB-NW-A"
13909,"\P 23h30-00h30  MAR A MER, VEN A SAM  1 AVRIL AU 1 DEC.","SB-NX-A"
13910,"\P 23h30-00h30 LUN A MAR, JEU A VEN  1 AVRIL AU 1 DEC.","SB-NY-A"
13911,"\P 07h30-08h30  SAM ET DIM  1 AVRIL AU 1 DEC.","SB-NZ-A"
13918,"\P 13h30-14h30 LUN. VEN. 1 AVRIL AU 1 DEC.","SB-PF-A"
13921,"\P 20h30-21h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-PJ-A"
13922,"\P 19h30-20h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-PK-A"
13923,"\P 20h30-21h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-PL-A"
13925,"\P 22h30-23h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-PO-A"
13926,"\P 21h30-22h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-PP-A"
13927,"\P 22h30-23h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-PQ-A"
13929,"\P 17h-18h LUN. MER. 1 AVRIL AU 1 DEC.","SB-PS-A"
13933,"\P 18h-19h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SA-A"
13935,"\P 20h-21h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SC-A"
13936,"\P 20h-21h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-SD-A"
13937,"\P 21h-22h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SE-A"
13938,"\P 21h-22h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-SF-A"
13939,"\P 22h-23h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SG-A"
13940,"\P 22h-23h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-SH-A"
13942,"\P 23h-24h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SJ-A"
13943,"\P 23h-24h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-SK-A"
13946,"\P 18h30-19h30 LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SN-A"
13947,"\P 18h30-19h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-SO-A"
13948,"\P 18h30-19h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-SP-A"
13952,"\P 19h-24h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-ST-A"
13956,"\P 19h-24h LUN. JEU. 1 AVRIL AU 1 DEC.","SB-SX-A"
13959,"\P 19h-20h LUN ET MER 1 AVRIL AU 1 DEC.","SB-UF-A"
13960,"\P 19h-20h MAR ET JEU 1 AVRIL AU 1 DEC.","SB-UG-A"
13961,"\P 21h30-22h30 LUN ET MER 1AVRIL AU 1 DEC.","SB-UH-A"
13962,"\P 20h30-21h30 MARDI ET JEUDI, 1ER AVRIL AU 1ER DEC.","SB-UI-A"
13963,"\P 22h30-23h30 LUN ET MER 1 AVRIL AU 1 DEC.","SB-UK-A"
13964,"\P 22h30-23h30 MAR ET JEU 1 AVRIL ET 1 DEC.","SB-UL-A"
13965,"\P 21h-22h LUN ET MER 1 AVRIL AU 1 DEC.","SB-UM-A"
13966,"\P 18h-19h MAR ET JEU 1 AVRIL AU 1 DEC.","SB-UN-A"
13967,"\P 18h-19h LUN ET MER 1 AVRIL AU 1 DEC.","SB-UO-A"
13968,"\P 21h30 - 22h30 MAR et JEU 1 AVRIL au 1 DEC","SB-UP-A"
13969,"\P 19h30-20h30 LUN et MER 1 AVRIL AU 1 DEC.","SB-UQ-A"
13970,"\P 20h30-21h30 LUN ET MER 1 AVRIL AU 1 DEC.","SB-UR-A"
13971,"\P 22h - 23h MAR et JEU 1 AVRIL au 1 DEC","SB-UT-A"
13972,"\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VA-A"
13973,"\P 08h30-09h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VB-A"
13974,"\P 09h-10h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VC-A"
13975,"\P 09h30-10h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VD-A"
13976,"\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VE-A"
13977,"\P 10h30-11h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VF-A"
13980,"\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VJ-A"
13981,"\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.","SB-VK-A"
